Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Coburg North,7 Danthonia St,4,h,850000,PI,Nelson,2017-06-03,6.7,3058,4,2,2,300,158,1970,Darebin City Council,-37.7296,144.97988,Northern Metropolitan,3445
Montmorency,4/435 Main Rd,3,u,569000,S,Nelson,2017-06-03,16.2,3094,3,1,2,280,139,1987,Banyule City Council,-37.73103,145.13404,Eastern Metropolitan,3891
Balwyn,38 Frederick St,4,h,2730000,S,RT,2016-10-15,9.7,3103,4,3,2,674,336,1997,Boroondara City Council,-37.8068,145.0786,Southern Metropolitan,5682
Southbank,801/151 City Rd,3,u,765000,S,MICM,2017-06-03,0.7,3006,3,1,2,0,139,1970,Melbourne City Council,-37.8262,144.95815,Southern Metropolitan,8400
Balwyn North,64 Greythorn Rd,5,h,2000000,S,Fletchers,2016-10-15,9.2,3104,5,2,2,1002,244,1950,Boroondara City Council,-37.796,145.0984,Southern Metropolitan,7809
Doncaster,4 Benton Ct,3,h,1250000,PI,Jellis,2016-09-17,13.9,3108,3,2,1,728,150,1965,Manningham City Council,-37.7813,145.1318,Eastern Metropolitan,9028
Port Melbourne,711/101 Bay St,2,u,820000,SP,Chisholm,2017-09-03,3.5,3207,2,2,2,4604,92,1970,Melbourne City Council,-37.84079,144.94002,Southern Metropolitan,8648
Kew East,2 Longstaff St,4,h,1359154,SP,Marshall,2016-05-07,7.5,3102,4,2,2,692,216,1930,Boroondara City Council,-37.7913,145.0539,Southern Metropolitan,2671
Knoxfield,36 Laura Rd,5,h,795000,S,Ray,2018-03-17,23.3,3180,3,1,2,613,335,1970,Knox City Council,-37.87849333333333,145.24887333333334,Eastern Metropolitan,2949
Camberwell,13 High Rd,4,h,2230000,PI,Jellis,2017-10-21,7.7,3124,4,2,2,580,216,1970,Boroondara City Council,-37.84427,145.05711,Southern Metropolitan,8920
Oakleigh East,1/18 Calista Av,3,u,876500,S,Buxton,2017-10-07,12.3,3166,3,1,2,720,139,1970,Monash City Council,-37.90891,145.12256,Southern Metropolitan,2547
Brunswick,14 Murdock St,3,h,976000,S,Jellis,2016-05-14,5.2,3056,3,2,1,240,162,2005,Moreland City Council,-37.756,144.9587,Northern Metropolitan,11918
Port Melbourne,334 Howe Pde,2,h,1180000,S,Greg,2016-11-27,3.8,3207,2,1,1,347,92,1970,Melbourne City Council,-37.8366,144.9225,Southern Metropolitan,8648
Lilydale,1/17 Koombooloomba Ct,3,h,655000,S,McGrath,2017-10-07,29.9,3140,3,1,2,621,139,1970,Yarra Ranges Shire Council,-37.810891171521824,145.00222747452605,Eastern Victoria,6732
Balwyn North,4 Singleton Rd,4,h,1359154,SP,Fletchers,2017-05-20,9.2,3104,4,1,1,795,216,1970,Boroondara City Council,-37.7849,145.0908,Southern Metropolitan,7809
Spotswood,6 George St,3,h,1222000,S,Jas,2018-02-17,6.2,3015,3,1,2,390,109,1915,Hobsons Bay City Council,-37.82894,144.88265,Western Metropolitan,1223
Windsor,115 Albert St,3,h,1370000,S,Paul,2016-09-10,5.1,3181,3,1,2,317,112,1900,Port Phillip City Council,-37.856,144.9891,Southern Metropolitan,4380
Fairfield,123 Gillies St,3,h,1535000,S,Thomas,2017-11-11,5.7,3078,3,1,1,372,139,1970,Darebin City Council,-37.7751,145.0178,Northern Metropolitan,2970
Hawthorn East,38 Caroline St,3,h,1538000,S,Jellis,2016-06-18,7.5,3123,2,1,2,287,139,1970,Boroondara City Council,-37.8292,145.046,Southern Metropolitan,6482
Maidstone,14/4 Crefden St,1,u,280000,VB,McGrath,2017-07-01,6.4,3012,1,1,1,3826,55,2009,Maribyrnong City Council,-37.77757,144.87232,Western Metropolitan,3873
Williamstown,102 John St,2,h,1000000,S,Jas,2016-10-15,8.0,3016,2,1,0,240,92,1970,Hobsons Bay City Council,-37.8544,144.8922,Western Metropolitan,6380
Hawthorn,44 Bell St,3,h,1290000,S,Marshall,2017-12-09,5.3,3122,3,1,1,185,139,1970,Boroondara City Council,-37.81839,145.03938,Southern Metropolitan,11308
Dandenong,37 Herbert St,3,h,1056532,SN,McLennan,2017-10-28,24.7,3175,3,1,1,492,139,1970,Greater Dandenong City Council,-37.98062,145.21422,South-Eastern Metropolitan,10894
Brunswick,32 Lobb St,3,t,820000,SP,Jellis,2017-02-25,5.2,3056,3,2,2,4668,126,2011,Moreland City Council,-37.7687,144.9649,Northern Metropolitan,11918
Bentleigh,1/19 Patterson Rd,2,h,855000,S,Buxton,2016-11-07,13.0,3204,2,1,1,298,92,1970,Glen Eira City Council,-37.9247,145.0287,Southern Metropolitan,6795
Balwyn,128 Gordon St,4,h,1359154,S,Noel,2017-05-13,9.7,3103,4,2,2,663,216,1985,Boroondara City Council,-37.8089,145.0766,Southern Metropolitan,5682
Yarraville,92 Simpson St,2,h,950000,SP,Village,2017-05-06,7.0,3013,2,1,0,94,92,1970,Maribyrnong City Council,-37.8167,144.888,Western Metropolitan,6543
Altona,24 McIntyre Dr,3,h,753000,S,Barlow,2016-06-27,13.8,3018,3,2,2,529,139,1970,Hobsons Bay City Council,-37.8612,144.8247,Western Metropolitan,5301
Bentleigh,34 Sunnyside Gr,5,h,1869914,S,Jellis,2018-03-03,11.4,3204,5,3,5,648,196,1920,Glen Eira City Council,-37.91816,145.02846,Southern Metropolitan,6795
Essendon,100 McCracken St,3,h,1527500,S,Brad,2017-09-09,7.5,3040,3,2,3,412,139,1970,Moonee Valley City Council,-37.74524,144.90468,Western Metropolitan,9264
Chelsea Heights,1A Ninth Av,2,t,587500,S,Barry,2017-05-27,27.0,3196,3,1,2,621,92,1970,Kingston City Council,-38.05227,145.13669,South-Eastern Metropolitan,2076
Airport West,33 Green St,3,h,720000,S,Brad,2017-04-08,13.5,3042,3,2,2,305,136,2008,Moonee Valley City Council,-37.7284,144.8874,Western Metropolitan,3464
Croydon,1/14 Donald St,3,h,675000,S,iTRAK,2017-10-28,23.0,3136,3,1,2,742,139,1970,Maroondah City Council,-37.79378333333333,145.27551000000003,Eastern Metropolitan,11925
Niddrie,31 Carrington Rd,2,h,1190000,S,Barry,2016-11-19,11.2,3042,2,1,2,650,92,1970,Moonee Valley City Council,-37.7378,144.8893,Western Metropolitan,2291
Clifton Hill,25 Fenwick St,2,h,1100000,S,Nelson,2017-10-21,3.6,3068,2,1,2,118,92,1970,Yarra City Council,-37.78932,144.99984,Northern Metropolitan,2954
Glenroy,3/43 Grandview St,2,u,422000,S,YPA,2017-06-17,11.2,3046,2,1,1,136,92,1980,Moreland City Council,-37.70972,144.91109,Northern Metropolitan,8870
Glenroy,3/4 Murrell St,2,t,434500,S,Eview,2016-11-19,13.0,3046,2,1,1,125,92,1975,Moreland City Council,-37.7042,144.9211,Northern Metropolitan,8870
Carnegie,1/10 Newman Av,3,u,1105000,SP,Woodards,2016-11-12,11.4,3163,3,1,2,251,139,1970,Glen Eira City Council,-37.893527272727276,145.05939818181818,Southern Metropolitan,7822
Canterbury,15 Compton St,3,h,2050000,PI,Noel,2017-06-03,8.4,3126,3,2,3,779,139,1970,Boroondara City Council,-37.83271,145.08414,Southern Metropolitan,3265
Sunshine West,243 Wright St,4,h,685000,S,GL,2018-01-06,10.5,3020,4,2,3,635,216,1970,Brimbank City Council,-37.79469,144.81022,Western Metropolitan,6763
Sunbury,5 Harcourt Cl,4,h,515000,S,One,2017-10-07,31.7,3429,4,2,2,893,201,1980,Hume City Council,-37.57168,144.70152,Western Metropolitan,14092
Windsor,50 Lewisham Rd,3,h,2368000,S,Marshall,2016-06-27,5.1,3181,3,2,1,322,139,1970,Port Phillip City Council,-37.8547,144.9995,Southern Metropolitan,4380
Pascoe Vale,2/36 Alpine Gr,3,t,600000,VB,hockingstuart,2016-11-27,9.9,3044,3,2,1,122,139,1998,Moreland City Council,-37.7231,144.9373,Northern Metropolitan,7485
Moonee Ponds,14 Normanby St,3,h,1353000,S,Raine,2017-11-25,6.2,3039,3,1,2,233,139,1970,Moonee Valley City Council,-37.7707,144.9152,Western Metropolitan,6232
Glenroy,4/788 Pascoe Vale Rd,2,t,450000,SP,Barry,2017-03-18,13.0,3046,3,1,2,484,92,1970,Moreland City Council,-37.70359052631579,144.92335947368423,Northern Metropolitan,8870
Camberwell,2/1 Halley Av,2,u,881000,S,Marshall,2017-08-12,7.7,3124,2,2,1,245,92,1970,Boroondara City Council,-37.84603,145.06954,Southern Metropolitan,8920
Hoppers Crossing,53 Mossfiel Dr,3,h,541000,S,Ray,2017-07-15,18.4,3029,3,1,2,623,139,1970,Wyndham City Council,-37.87386,144.69317,Western Metropolitan,13830
Donvale,46 Darvall St,6,h,2619571,SN,Philip,2017-10-14,16.1,3111,6,3,2,651,294,1967,Manningham City Council,-37.80247,145.17317,Eastern Metropolitan,4790
Viewbank,7 Greenwich Pl,3,h,1056532,SN,Miles,2017-06-24,8.9,3084,3,2,0,703,139,1970,Banyule City Council,-37.74653,145.09036,Eastern Metropolitan,2698
Reservoir,12 Wilson Bvd,3,h,770000,SP,Barry,2017-11-25,12.0,3073,3,1,1,499,139,1970,Darebin City Council,-37.7063,144.9949,Northern Metropolitan,21650
Malvern,10/37 Wheatland Rd,1,u,413392,S,hockingstuart,2016-09-17,7.4,3144,1,1,1,0,52,1970,Stonnington City Council,-37.8656,145.036,Southern Metropolitan,4675
Oakleigh East,121 Clayton Rd,3,h,1056532,PI,Buxton,2017-10-14,12.3,3166,3,1,1,720,112,1930,Monash City Council,-37.90891,145.12256,Southern Metropolitan,2547
Balwyn North,3 Ventnor St,4,h,1730000,SP,Fletchers,2017-11-25,9.7,3104,3,1,2,724,216,1970,Boroondara City Council,-37.79191300000001,145.084641,Southern Metropolitan,7809
Dallas,41 Berger St,4,h,560000,S,Barry,2017-10-28,14.0,3047,4,3,2,670,205,2000,Hume City Council,-37.66996,144.93807,Northern Metropolitan,2246
Mentone,73A Collins St,4,h,1350000,S,Hodges,2017-11-18,20.0,3194,3,1,2,1017,216,1970,Kingston City Council,-37.98079833333333,145.072265,South-Eastern Metropolitan,6162
Fawkner,16 Lynch Rd,3,h,775000,S,hockingstuart,2017-06-03,13.1,3060,3,1,2,621,141,1960,Hume City Council,-37.71193,144.974,Northern Metropolitan,5070
Burwood,23 Peacock St,4,h,1661000,S,Buxton,2018-02-24,10.4,3125,4,1,2,847,216,1970,Monash City Council,-37.85236,145.1158,Southern Metropolitan,5678
Brunswick East,46 Barkly St,3,h,1056532,S,Nelson,2016-11-12,4.5,3057,3,1,4,698,139,1970,Moreland City Council,-37.7779,144.9754,Northern Metropolitan,5533
Balwyn North,9 Prose St,6,h,2619571,S,Fletchers,2018-02-24,9.7,3104,6,3,3,715,300,1960,Boroondara City Council,-37.78262,145.08649,Southern Metropolitan,7809
Moonee Ponds,65 Darling St,3,h,1240000,S,McDonald,2017-04-29,6.9,3039,3,2,2,275,106,1880,Moonee Valley City Council,-37.767,144.9108,Western Metropolitan,6232
Newport,99 Anderson St,3,h,785000,S,RT,2016-10-08,8.4,3015,3,1,1,185,139,1970,Hobsons Bay City Council,-37.8447,144.8734,Western Metropolitan,5498
Fitzroy,81 Kerr St,4,h,1625000,S,Jellis,2017-10-21,2.1,3065,4,1,1,150,160,1890,Yarra City Council,-37.79651,144.97807,Northern Metropolitan,5825
Malvern East,16 Davies St,4,h,1359154,S,Jellis,2016-09-10,11.2,3145,4,2,3,654,238,1911,Stonnington City Council,-37.8664,145.052,Southern Metropolitan,8801
Thomastown,3/13 Edna St,2,u,763562,PI,Harcourts,2017-07-01,15.3,3074,2,1,1,112,92,2013,Whittlesea City Council,-37.68157,145.02114,Northern Metropolitan,7955
Rockbank,20 Quarters St,4,h,1359154,PN,hockingstuart,2017-07-15,23.8,3335,3,1,2,621,216,1970,Melton City Council,-37.810891171521824,145.00222747452605,Western Metropolitan,538
Essendon,143 Ogilvie St,2,h,1315000,S,Barry,2016-11-07,8.0,3040,2,1,0,634,92,1970,Moonee Valley City Council,-37.7406,144.894,Western Metropolitan,9264
Bulleen,9 Albany Pl,5,h,1490000,S,Fletchers,2016-11-07,11.8,3105,5,3,2,796,304,1975,Manningham City Council,-37.7697,145.0871,Eastern Metropolitan,4480
Brooklyn,1/68 Corrigan Av,3,t,1056532,VB,hockingstuart,2017-10-07,6.4,3012,3,1,2,207,139,1970,Brimbank City Council,-37.82001,144.84245,Western Metropolitan,962
Cranbourne East,2a Armoy Cl,3,h,440000,SP,C21,2017-06-17,34.7,3977,3,1,2,621,139,1970,Casey City Council,-37.810891171521824,145.00222747452605,South-Eastern Metropolitan,5462
Epping,15 Winchester Av,3,h,606000,S,Love,2017-11-25,19.6,3076,3,2,2,592,140,1979,Whittlesea City Council,-37.6439,145.0432,Northern Metropolitan,10926
Coburg,29 Kerferd St,3,h,970000,SP,Nelson,2017-11-18,6.7,3058,3,1,2,391,122,1940,Darebin City Council,-37.7346,144.9546,Northern Metropolitan,11204
Malvern East,44 Brunel St,3,h,1740000,S,Domain,2017-10-28,8.4,3145,3,2,2,456,139,1970,Stonnington City Council,-37.86997,145.05398,Southern Metropolitan,8801
Croydon,2/331 Dorset Rd,2,u,594500,S,Max,2017-11-11,23.0,3136,3,1,2,742,92,1970,Maroondah City Council,-37.79378333333333,145.27551000000003,Eastern Metropolitan,11925
Taylors Lakes,2 Clifton Ct,5,h,780000,S,Barry,2017-06-17,15.5,3038,5,2,2,663,230,1996,Brimbank City Council,-37.69496,144.79511,Western Metropolitan,5336
Prahran,84 York St,2,h,1305000,S,Jellis,2016-11-27,4.5,3181,2,1,1,131,79,1900,Stonnington City Council,-37.8479,144.9988,Southern Metropolitan,7717
Brighton,1/27 Brickwood St,3,h,1550000,VB,hockingstuart,2016-11-27,11.2,3186,3,1,2,354,139,1970,Bayside City Council,-37.908732608695644,144.99801304347827,Southern Metropolitan,10579
Sunshine,41 Sun Cr,3,h,755000,S,Crane,2017-02-25,12.6,3020,3,1,2,537,139,1970,Brimbank City Council,-37.79152799999999,144.834043,Western Metropolitan,3755
Northcote,3 Vauxhall Rd,4,h,2190000,S,McGrath,2018-02-24,5.3,3070,4,2,2,516,216,1970,Darebin City Council,-37.77812,145.01137,Northern Metropolitan,11364
Hampton East,18 King St,3,h,990000,VB,Hodges,2017-10-21,13.8,3188,3,2,1,725,332,1950,Bayside City Council,-37.93394,145.03241,Southern Metropolitan,2356
Bentleigh,3 Rogers Rd,3,h,1286000,S,Woodards,2017-05-20,13.0,3204,3,1,2,614,139,1970,Glen Eira City Council,-37.9317,145.0427,Southern Metropolitan,6795
Port Melbourne,218 Nott St,2,h,1275000,S,Marshall,2016-05-07,3.8,3207,2,2,1,115,115,2015,Melbourne City Council,-37.8351,144.9441,Southern Metropolitan,8648
Brighton,10/260 St Kilda St,3,u,982500,SP,Buxton,2017-09-16,10.5,3186,3,1,2,354,139,1970,Bayside City Council,-37.908732608695644,144.99801304347827,Southern Metropolitan,10579
Sunbury,90 Barkly St,4,h,780000,SP,Raine,2018-02-24,31.7,3429,4,2,0,928,216,1970,Hume City Council,-37.5868,144.72751,Western Metropolitan,14092
Camberwell,15 Tyne St,4,h,2850000,S,Jellis,2017-09-23,7.7,3124,4,2,8,905,216,1970,Boroondara City Council,-37.84578,145.08436,Southern Metropolitan,8920
Glen Iris,30 Bath Rd,5,h,1869914,S,Jellis,2017-07-15,7.3,3146,5,2,4,988,235,1950,Boroondara City Council,-37.85523,145.086,Southern Metropolitan,10412
Yarraville,7/13 Stephen St,2,u,501344,SP,Sweeney,2016-08-13,7.0,3013,2,1,1,0,72,1950,Maribyrnong City Council,-37.8106,144.8957,Western Metropolitan,6543
Richmond,120/8 Garfield St,1,u,390000,PI,Harcourts,2017-07-01,2.4,3121,3,1,2,953,52,1970,Yarra City Council,-37.82169944444444,145.00182,Northern Metropolitan,14949
Balwyn,18 Fitzgerald St,4,h,3180000,S,Kay,2016-12-10,9.7,3103,4,3,4,1148,216,1970,Boroondara City Council,-37.8088,145.0991,Southern Metropolitan,5682
Prahran,1/20 Wynnstay Rd,2,u,763562,S,Jellis,2017-02-25,4.5,3181,2,1,1,0,65,1970,Stonnington City Council,-37.8529,145.0098,Southern Metropolitan,7717
Hawthorn,14/181 Power St,2,u,525000,PI,Walshe,2017-06-17,5.3,3122,2,1,1,0,92,1970,Boroondara City Council,-37.827,145.02563,Southern Metropolitan,11308
Thornbury,219a Gooch St,2,t,785000,SP,McGrath,2017-10-28,7.0,3071,2,1,2,322,92,1970,Darebin City Council,-37.75955,145.0171,Northern Metropolitan,8870
Box Hill,36 Ashted Rd,4,h,2128888,S,Buxton,2018-03-03,10.9,3128,4,3,2,686,180,1945,Whitehorse City Council,-37.82346,145.12631,Eastern Metropolitan,4605
South Yarra,25 Tyrone St,3,h,1595000,S,hockingstuart,2018-03-03,2.7,3141,3,2,2,168,112,1895,Melbourne City Council,-37.84477,144.98781,Southern Metropolitan,14887
Burwood,23 Iris St,4,h,1359154,S,RT,2017-03-18,11.7,3125,4,3,2,665,216,1970,Monash City Council,-37.8454,145.0991,Southern Metropolitan,5678
Elwood,5/282 Barkly St,2,u,525500,SP,Buxton,2017-03-18,7.7,3184,2,1,1,0,92,1970,Port Phillip City Council,-37.8749,144.9799,Southern Metropolitan,8989
Heidelberg,3/10 Edgar St,2,t,690000,SP,Miles,2017-02-25,10.6,3084,2,1,1,110,88,2010,Banyule City Council,-37.7489,145.07,Eastern Metropolitan,2890
Hawthorn,13/561 Glenferrie Rd,1,u,488000,S,Marshall,2016-12-10,4.6,3122,1,1,1,0,57,2004,Boroondara City Council,-37.8272,145.0343,Southern Metropolitan,11308
Werribee,66 Loyola Rd,3,h,480000,S,PRDNationwide,2017-10-28,14.7,3030,3,1,1,703,103,1979,Wyndham City Council,-37.91147,144.67422,Western Metropolitan,16166
Windsor,22 Stewart St,2,u,763562,S,RT,2016-05-28,5.1,3181,2,1,0,119,92,1970,Port Phillip City Council,-37.8529,144.9893,Southern Metropolitan,4380
Pascoe Vale,1/7 Avoca Cr,3,u,620000,S,Brad,2017-04-22,9.9,3044,3,1,2,424,139,1970,Moreland City Council,-37.724265384615386,144.94037615384616,Northern Metropolitan,7485
Sunshine,22 Boreham St,3,h,792500,SP,hockingstuart,2018-03-17,10.5,3020,3,1,4,708,139,1970,Brimbank City Council,-37.79981,144.82365,Western Metropolitan,3755
Rosanna,17 Crampton Cr,4,h,1359154,SN,Miles,2017-05-13,11.4,3084,3,1,2,542,216,1970,Banyule City Council,-37.740225,145.06990499999998,Eastern Metropolitan,3540
Pascoe Vale,30 Park St,2,h,852000,S,Nelson,2018-03-17,8.5,3044,2,1,1,486,92,1970,Moreland City Council,-37.72619,144.92447,Northern Metropolitan,7485
Werribee,65 Manorvale Pde,3,h,580000,S,Ray,2017-11-25,14.7,3030,3,2,2,580,139,1970,Wyndham City Council,-37.8926,144.6454,Western Metropolitan,16166
Carrum Downs,10A William Rd,2,h,403500,S,Harcourts,2017-07-15,34.9,3201,2,2,3,339,101,2009,Frankston City Council,-38.09665,145.17646,South-Eastern Metropolitan,8060
Brooklyn,2/11 Cypress Av,2,t,525000,S,hockingstuart,2017-02-11,10.9,3012,3,1,2,207,92,1970,Brimbank City Council,-37.82001,144.84245,Western Metropolitan,962
Port Melbourne,420/70 Nott St,2,u,763562,SP,Kay,2018-03-03,3.5,3207,3,1,2,710,92,1970,Melbourne City Council,-37.83817761904762,144.93532571428574,Southern Metropolitan,8648
Hoppers Crossing,34 Perkins Av,3,h,1056532,PN,Wyndham,2018-02-10,18.4,3029,3,1,2,581,139,1980,Wyndham City Council,-37.86638,144.69191,Western Metropolitan,13830
Greensborough,14 Delta Rd,3,h,620000,PI,Darren,2018-02-24,16.1,3088,3,1,1,540,139,1970,Banyule City Council,-37.71747,145.09208,Northern Metropolitan,8524
Richmond,48 Docker St,3,h,2000000,VB,Jellis,2017-03-18,2.6,3121,3,2,0,194,139,1970,Yarra City Council,-37.8246,144.9967,Northern Metropolitan,14949
Glenroy,2/73 View St,3,t,587000,SP,Eview,2017-08-19,11.2,3046,3,2,1,484,139,2011,Moreland City Council,-37.69668,144.92922,Northern Metropolitan,8870
Balwyn North,18 Kyora Pde,4,h,1760000,PI,Fletchers,2017-12-09,9.7,3104,4,2,2,837,216,1970,Boroondara City Council,-37.78817,145.06729,Southern Metropolitan,7809
Maribyrnong,306/2 La Scala Av,3,u,701500,S,Rendina,2017-09-09,4.3,3032,3,1,2,4748,139,1970,Maribyrnong City Council,-37.781317,144.890019,Western Metropolitan,4918
Newport,37 Alma Tce,3,h,995000,SP,Greg,2016-11-07,8.4,3015,3,1,2,316,118,1960,Hobsons Bay City Council,-37.849,144.8907,Western Metropolitan,5498
Vermont,20 Adele St,3,h,915000,S,Bekdon,2018-02-17,17.2,3133,3,1,1,579,139,1970,Maroondah City Council,-37.83245,145.20586,Eastern Metropolitan,4181
Heidelberg Heights,23 Flinders St,2,h,682000,S,Barry,2017-04-22,10.5,3081,2,1,0,341,92,1970,Banyule City Council,-37.7366,145.0509,Eastern Metropolitan,2947
Hawthorn,5 Reserve Rd,4,h,3200000,VB,Marshall,2017-11-25,5.3,3122,4,2,2,1438,216,1970,Boroondara City Council,-37.8366,145.0365,Southern Metropolitan,11308
Camberwell,6/11 Seymour Gr,2,u,530000,PI,Fletchers,2016-05-22,7.8,3124,2,1,1,0,92,1970,Boroondara City Council,-37.8361,145.0599,Southern Metropolitan,8920
Reservoir,15 Glenvale Rd,3,h,610000,VB,Barry,2016-09-10,11.2,3073,3,1,2,492,139,1970,Darebin City Council,-37.7205,144.9872,Northern Metropolitan,21650
Kensington,13/26 Barnett St,1,u,445000,S,Jellis,2017-03-18,4.2,3031,1,1,0,0,67,1997,Melbourne City Council,-37.7913,144.9323,Northern Metropolitan,5263
Prahran,56 York St,2,h,763562,S,Jellis,2016-08-22,4.5,3181,2,1,0,166,92,1970,Stonnington City Council,-37.8505,144.9983,Southern Metropolitan,7717
Reservoir,5 Queen St,2,h,931000,S,Barry,2017-03-04,11.2,3073,2,1,1,487,92,1970,Darebin City Council,-37.7279,145.0136,Northern Metropolitan,21650
Maidstone,12 Summerhill Rd,3,h,950000,VB,Nguyen,2017-11-25,6.4,3012,3,1,2,1272,139,1970,Maribyrnong City Council,-37.7896,144.8827,Western Metropolitan,3873
Melbourne,101/505 St Kilda Rd,2,u,1050000,PI,Dingle,2016-09-10,2.8,3000,3,1,2,292,92,1970,Melbourne City Council,-37.812842,144.962956,Northern Metropolitan,17496
Port Melbourne,410/54 Nott St,2,u,520000,S,hockingstuart,2016-05-22,3.8,3207,1,1,1,0,70,2005,Melbourne City Council,-37.8407,144.9389,Southern Metropolitan,8648
Rowville,5 Nocera Pl,4,h,1359154,SP,Barry,2017-07-15,23.5,3178,4,2,2,527,240,2005,Knox City Council,-37.94341,145.24927,South-Eastern Metropolitan,11667
Vermont,88 Boronia Rd,3,h,988000,S,Fletchers,2017-07-22,17.2,3133,3,1,1,653,119,1970,Maroondah City Council,-37.84034,145.2022,Eastern Metropolitan,4181
Bulleen,153 Thompsons Rd,2,h,890000,S,Fletchers,2016-11-12,11.8,3105,2,1,2,559,92,1970,Manningham City Council,-37.7739,145.094,Eastern Metropolitan,4480
Newport,1/167 Blackshaws Rd,3,h,1056532,S,RT,2017-05-20,8.4,3015,3,1,2,276,139,1970,Hobsons Bay City Council,-37.84452,144.87694125,Western Metropolitan,5498
Footscray,107 MacPherson St,2,h,831000,S,Compton,2017-12-09,5.1,3011,2,1,2,166,92,1970,Maribyrnong City Council,-37.79725,144.88981,Western Metropolitan,7570
Doncaster East,44 Hertford Rd,4,h,1359154,PI,Philip,2017-10-14,14.3,3109,4,2,1,658,216,1970,Manningham City Council,-37.77756,145.15804,Eastern Metropolitan,10999
Toorak,16A Glyndebourne Av,3,h,2900000,VB,Kay,2017-05-27,4.1,3142,3,1,2,577,139,1970,Stonnington City Council,-37.841938571428564,145.02077285714287,Southern Metropolitan,7217
Preston,1a Goldsmith Av,2,t,571000,S,Barry,2016-07-30,8.8,3072,3,1,2,388,92,1970,Darebin City Council,-37.7411592,144.9992796,Northern Metropolitan,14577
Flemington,1/43 Dover St,1,u,421000,S,Nelson,2017-10-21,3.4,3031,3,1,2,107,52,1970,Melbourne City Council,-37.7836025,144.9287425,Northern Metropolitan,3593
Box Hill,1/11 Sweetland Rd,2,u,763562,PI,Woodards,2017-03-18,13.1,3128,2,1,1,125,73,1960,Whitehorse City Council,-37.8241,145.1336,Eastern Metropolitan,4605
Glenroy,11 Valley Cr,3,h,712000,S,Eview,2016-09-03,13.0,3046,3,1,2,484,139,1970,Moreland City Council,-37.70359052631579,144.92335947368423,Northern Metropolitan,8870
